t,x,y
6.704000e1,1.074469e2,-3.366400e2
6.708000e1,1.040191e2,-3.372430e2
6.712000e1,1.007004e2,-3.390820e2
6.716000e1,9.670956e1,-3.391927e2
6.720000e1,9.334814e1,-3.398321e2
6.724000e1,9.004453e1,-3.403624e2
6.728000e1,8.637328e1,-3.412789e2
6.732000e1,8.255941e1,-3.416673e2
6.736000e1,7.926931e1,-3.426653e2
6.740000e1,7.537948e1,-3.431256e2
6.744000e1,7.202808e1,-3.437918e2
6.748000e1,6.796159e1,-3.438964e2
6.752000e1,6.445652e1,-3.454251e2
6.756000e1,6.119718e1,-3.444739e2
6.760000e1,5.760011e1,-3.447086e2
6.764000e1,5.373744e1,-3.456128e2
6.768000e1,4.985975e1,-3.454274e2
6.772000e1,4.676048e1,-3.489028e2
6.776000e1,4.233270e1,-3.456675e2
6.780000e1,3.821431e1,-3.464452e2
6.784000e1,3.536750e1,-3.466966e2
6.788000e1,3.088507e1,-3.465084e2
6.792000e1,2.720203e1,-3.469976e2
6.796000e1,2.380104e1,-3.468055e2
6.800000e1,1.990471e1,-3.464216e2
6.804000e1,1.603859e1,-3.465767e2
6.808000e1,1.227241e1,-3.470077e2
6.812000e1,8.572474e0,-3.468425e2
6.816000e1,5.497871e0,-3.465036e2
6.820000e1,1.273943e0,-3.465308e2
6.824000e1,-2.247248e0,-3.453434e2
6.828000e1,-6.091528e0,-3.457156e2
6.832000e1,-9.293312e0,-3.479939e2
6.836000e1,-1.369551e1,-3.451885e2
6.840000e1,-1.717652e1,-3.440975e2
6.844000e1,-2.116388e1,-3.436179e2
6.848000e1,-2.550092e1,-3.441993e2
6.852000e1,-2.894061e1,-3.428967e2
6.856000e1,-3.197475e1,-3.433014e2
6.860000e1,-3.618614e1,-3.431285e2
6.864000e1,-4.003720e1,-3.422636e2
6.868000e1,-4.305428e1,-3.412050e2
6.872000e1,-4.710909e1,-3.408308e2
6.876000e1,-5.087611e1,-3.403765e2
6.880000e1,-5.461531e1,-3.405041e2
