Max Height Percentage, Count, Total Collision Count, Time increment tau[s], MaxH, StartH, Count of y_0' < y_max 
23%,218,,,,,
23.01%,179,,,,,
23.02%,198,,,,,
23.03%,163,,,,,
23.04%,196,,,,,
23.05%,195,,,,,
23.06%,185,,,,,
23.07%,188,,,,,
23.08%,204,,,,,
23.09%,195,,,,,
23.10%,203,,,,,
23.11%,186,,,,,
23.12%,194,,,,,
23.13%,218,,,,,
23.14%,192,,,,,
23.15%,168,,,,,
23.16%,177,,,,,
23.17%,181,,,,,
23.18%,208,,,,,
23.19%,193,,,,,
23.20%,223,,,,,
23.21%,206,,,,,
23.22%,207,,,,,
23.23%,200,,,,,
23.24%,211,,,,,
23.25%,169,,,,,
23.26%,200,,,,,
23.27%,184,,,,,
23.28%,190,,,,,
23.29%,190,,,,,
23.30%,196,,,,,
23.31%,173,,,,,
23.32%,153,,,,,
23.33%,185,,,,,
23.34%,173,,,,,
23.35%,170,,,,,
23.36%,171,,,,,
23.37%,177,,,,,
23.38%,180,,,,,
23.39%,192,,,,,
23.40%,166,,,,,
23.41%,203,,,,,
23.42%,174,,,,,
23.43%,187,,,,,
23.44%,173,,,,,
23.45%,203,,,,,
23.46%,174,,,,,
23.47%,209,,,,,
23.48%,190,,,,,
23.49%,190,,,,,
23.50%,191,,,,,
23.51%,185,,,,,
23.52%,185,,,,,
23.53%,208,,,,,
23.54%,197,,,,,
23.55%,207,,,,,
23.56%,191,,,,,
23.57%,180,,,,,
23.58%,181,,,,,
23.59%,192,,,,,
23.60%,181,,,,,
23.61%,193,,,,,
23.62%,186,,,,,
23.63%,199,,,,,
23.64%,163,,,,,
23.65%,192,,,,,
23.66%,202,,,,,
23.67%,184,,,,,
23.68%,194,,,,,
23.69%,190,,,,,
23.70%,198,,,,,
23.71%,199,,,,,
23.72%,183,,,,,
23.73%,178,,,,,
23.74%,181,,,,,
23.75%,192,,,,,
23.76%,183,,,,,
23.77%,199,,,,,
23.78%,194,,,,,
23.79%,175,,,,,
23.80%,168,,,,,
23.81%,186,,,,,
23.82%,198,,,,,
23.83%,194,,,,,
23.84%,196,,,,,
23.85%,187,,,,,
23.86%,153,,,,,
23.87%,174,,,,,
23.88%,179,,,,,
23.89%,180,,,,,
23.90%,184,,,,,
23.91%,200,,,,,
23.92%,185,,,,,
23.93%,188,,,,,
23.94%,205,,,,,
23.95%,179,,,,,
23.96%,194,,,,,
23.97%,173,,,,,
23.98%,191,,,,,
23.99%,177,,,,,
24%,189,,,,,
24.01%,159,,,,,
24.02%,189,,,,,
24.03%,184,,,,,
24.04%,196,,,,,
24.05%,152,,,,,
24.06%,178,,,,,
24.07%,186,,,,,
24.08%,185,,,,,
24.09%,170,,,,,
24.10%,160,,,,,
24.11%,183,,,,,
24.12%,201,,,,,
24.13%,183,,,,,
24.14%,193,,,,,
24.15%,182,,,,,
24.16%,189,,,,,
24.17%,183,,,,,
24.18%,177,,,,,
24.19%,197,,,,,
24.20%,186,,,,,
24.21%,176,,,,,
24.22%,170,,,,,
24.23%,188,,,,,
24.24%,176,,,,,
24.25%,187,,,,,
24.26%,192,,,,,
24.27%,200,,,,,
24.28%,210,,,,,
24.29%,193,,,,,
24.30%,201,,,,,
24.31%,197,,,,,
24.32%,198,,,,,
24.33%,168,,,,,
24.34%,167,,,,,
24.35%,178,,,,,
24.36%,203,,,,,
24.37%,178,,,,,
24.38%,171,,,,,
24.39%,186,,,,,
24.40%,174,,,,,
24.41%,196,,,,,
24.42%,199,,,,,
24.43%,168,,,,,
24.44%,163,,,,,
24.45%,184,,,,,
24.46%,203,,,,,
24.47%,179,,,,,
24.48%,192,,,,,
24.49%,191,,,,,
24.50%,170,,,,,
24.51%,169,,,,,
24.52%,178,,,,,
24.53%,198,,,,,
24.54%,158,,,,,
24.55%,185,,,,,
24.56%,190,,,,,
24.57%,190,,,,,
24.58%,189,,,,,
24.59%,171,,,,,
24.60%,189,,,,,
24.61%,180,,,,,
24.62%,163,,,,,
24.63%,181,,,,,
24.64%,178,,,,,
24.65%,191,,,,,
24.66%,165,,,,,
24.67%,186,,,,,
24.68%,198,,,,,
24.69%,169,,,,,
24.70%,154,,,,,
24.71%,170,,,,,
24.72%,184,,,,,
24.73%,179,,,,,
24.74%,184,,,,,
24.75%,191,,,,,
24.76%,171,,,,,
24.77%,181,,,,,
24.78%,174,,,,,
24.79%,184,,,,,
24.80%,179,,,,,
24.81%,177,,,,,
24.82%,174,,,,,
24.83%,175,,,,,
24.84%,181,,,,,
24.85%,177,,,,,
24.86%,170,,,,,
24.87%,165,,,,,
24.88%,168,,,,,
24.89%,182,,,,,
24.90%,155,,,,,
24.91%,193,,,,,
24.92%,139,,,,,
24.93%,161,,,,,
24.94%,161,,,,,
24.95%,183,,,,,
24.96%,187,,,,,
24.97%,172,,,,,
24.98%,196,,,,,
24.99%,176,,,,,
25%,163,,,,,
25.01%,204,,,,,
25.02%,167,,,,,
25.03%,167,,,,,
25.04%,178,,,,,
25.05%,177,,,,,
25.06%,159,,,,,
25.07%,163,,,,,
25.08%,163,,,,,
25.09%,163,,,,,
25.10%,183,,,,,
25.11%,165,,,,,
25.12%,176,,,,,
25.13%,178,,,,,
25.14%,166,,,,,
25.15%,209,,,,,
25.16%,184,,,,,
25.17%,183,,,,,
25.18%,179,,,,,
25.19%,185,,,,,
25.20%,163,,,,,
25.21%,160,,,,,
25.22%,150,,,,,
25.23%,193,,,,,
25.24%,194,,,,,
25.25%,181,,,,,
25.26%,169,,,,,
25.27%,199,,,,,
25.28%,186,,,,,
25.29%,161,,,,,
25.30%,175,,,,,
25.31%,196,,,,,
25.32%,175,,,,,
25.33%,186,,,,,
25.34%,174,,,,,
25.35%,180,,,,,
25.36%,181,,,,,
25.37%,182,,,,,
25.38%,176,,,,,
25.39%,172,,,,,
25.40%,180,,,,,
25.41%,197,,,,,
25.42%,178,,,,,
25.43%,188,,,,,
25.44%,182,,,,,
25.45%,186,,,,,
25.46%,176,,,,,
25.47%,169,,,,,
25.48%,206,,,,,
25.49%,192,,,,,
25.50%,149,,,,,
25.51%,157,,,,,
25.52%,150,,,,,
25.53%,170,,,,,
25.54%,163,,,,,
25.55%,192,,,,,
25.56%,176,,,,,
25.57%,164,,,,,
25.58%,172,,,,,
25.59%,157,,,,,
25.60%,183,,,,,
25.61%,177,,,,,
25.62%,167,,,,,
25.63%,189,,,,,
25.64%,169,,,,,
25.65%,191,,,,,
25.66%,160,,,,,
25.67%,172,,,,,
25.68%,170,,,,,
25.69%,167,,,,,
25.70%,176,,,,,
25.71%,161,,,,,
25.72%,165,,,,,
25.73%,182,,,,,
25.74%,180,,,,,
25.75%,175,,,,,
25.76%,161,,,,,
25.77%,162,,,,,
25.78%,181,,,,,
25.79%,163,,,,,
25.80%,188,,,,,
25.81%,170,,,,,
25.82%,154,,,,,
25.83%,172,,,,,
25.84%,170,,,,,
25.85%,178,,,,,
25.86%,183,,,,,
25.87%,166,,,,,
25.88%,173,,,,,
25.89%,184,,,,,
25.90%,169,,,,,
25.91%,188,,,,,
25.92%,171,,,,,
25.93%,157,,,,,
25.94%,171,,,,,
25.95%,165,,,,,
25.96%,165,,,,,
25.97%,177,,,,,
25.98%,148,,,,,
25.99%,184,,,,,
26%,161,,,,,
26.01%,174,,,,,
26.02%,172,,,,,
26.03%,148,,,,,
26.04%,177,,,,,
26.05%,182,,,,,
26.06%,186,,,,,
26.07%,164,,,,,
26.08%,175,,,,,
26.09%,167,,,,,
26.10%,162,,,,,
26.11%,172,,,,,
26.12%,159,,,,,
26.13%,158,,,,,
26.14%,154,,,,,
26.15%,159,,,,,
26.16%,176,,,,,
26.17%,183,,,,,
26.18%,174,,,,,
26.19%,187,,,,,
26.20%,178,,,,,
26.21%,173,,,,,
26.22%,182,,,,,
26.23%,171,,,,,
26.24%,164,,,,,
26.25%,173,,,,,
26.26%,166,,,,,
26.27%,176,,,,,
26.28%,154,,,,,
26.29%,158,,,,,
26.30%,173,,,,,
26.31%,171,,,,,
26.32%,153,,,,,
26.33%,177,,,,,
26.34%,159,,,,,
26.35%,150,,,,,
26.36%,179,,,,,
26.37%,174,,,,,
26.38%,181,,,,,
26.39%,184,,,,,
26.40%,193,,,,,
26.41%,171,,,,,
26.42%,157,,,,,
26.43%,142,,,,,
26.44%,171,,,,,
26.45%,172,,,,,
26.46%,164,,,,,
26.47%,160,,,,,
26.48%,167,,,,,
26.49%,167,,,,,
26.50%,181,,,,,
26.51%,175,,,,,
26.52%,147,,,,,
26.53%,167,,,,,
26.54%,150,,,,,
26.55%,155,,,,,
26.56%,174,,,,,
26.57%,176,,,,,
26.58%,154,,,,,
26.59%,147,,,,,
26.60%,178,,,,,
26.61%,170,,,,,
26.62%,164,,,,,
26.63%,183,,,,,
26.64%,152,,,,,
26.65%,172,,,,,
26.66%,167,,,,,
26.67%,154,,,,,
26.68%,168,,,,,
26.69%,143,,,,,
26.70%,183,,,,,
26.71%,169,,,,,
26.72%,166,,,,,
26.73%,152,,,,,
26.74%,181,,,,,
26.75%,143,,,,,
26.76%,170,,,,,
26.77%,179,,,,,
26.78%,189,,,,,
26.79%,158,,,,,
26.80%,149,,,,,
26.81%,156,,,,,
26.82%,147,,,,,
26.83%,157,,,,,
26.84%,149,,,,,
26.85%,174,,,,,
26.86%,151,,,,,
26.87%,148,,,,,
26.88%,147,,,,,
26.89%,157,,,,,
26.90%,180,,,,,
26.91%,154,,,,,
26.92%,147,,,,,
26.93%,155,,,,,
26.94%,144,,,,,
26.95%,166,,,,,
26.96%,153,,,,,
26.97%,163,,,,,
26.98%,158,,,,,
26.99%,162,,,,,
27%,141,,,,,
27.01%,170,,,,,
27.02%,177,,,,,
27.03%,165,,,,,
27.04%,156,,,,,
27.05%,161,,,,,
27.06%,151,,,,,
27.07%,161,,,,,
27.08%,151,,,,,
27.09%,167,,,,,
27.10%,151,,,,,
27.11%,175,,,,,
27.12%,148,,,,,
27.13%,149,,,,,
27.14%,165,,,,,
27.15%,158,,,,,
27.16%,147,,,,,
27.17%,141,,,,,
27.18%,185,,,,,
27.19%,158,,,,,
27.20%,159,,,,,
27.21%,159,,,,,
27.22%,157,,,,,
27.23%,167,,,,,
27.24%,164,,,,,
27.25%,143,,,,,
27.26%,167,,,,,
27.27%,164,,,,,
27.28%,165,,,,,
27.29%,172,,,,,
27.30%,161,,,,,
27.31%,138,,,,,
27.32%,152,,,,,
27.33%,160,,,,,
27.34%,170,,,,,
27.35%,160,,,,,
27.36%,182,,,,,
27.37%,155,,,,,
27.38%,168,,,,,
27.39%,156,,,,,
27.40%,156,,,,,
27.41%,170,,,,,
27.42%,172,,,,,
27.43%,138,,,,,
27.44%,160,,,,,
27.45%,152,,,,,
27.46%,165,,,,,
27.47%,157,,,,,
27.48%,176,,,,,
27.49%,161,,,,,
27.50%,168,,,,,
27.51%,136,,,,,
27.52%,151,,,,,
27.53%,162,,,,,
27.54%,165,,,,,
27.55%,160,,,,,
27.56%,134,,,,,
27.57%,172,,,,,
27.58%,150,,,,,
27.59%,177,,,,,
27.60%,171,,,,,
27.61%,159,,,,,
27.62%,165,,,,,
27.63%,148,,,,,
27.64%,143,,,,,
27.65%,168,,,,,
27.66%,164,,,,,
27.67%,164,,,,,
27.68%,161,,,,,
27.69%,159,,,,,
27.70%,200,,,,,
27.71%,159,,,,,
27.72%,169,,,,,
27.73%,142,,,,,
27.74%,147,,,,,
27.75%,144,,,,,
27.76%,169,,,,,
27.77%,157,,,,,
27.78%,178,,,,,
27.79%,139,,,,,
27.80%,167,,,,,
27.81%,173,,,,,
27.82%,140,,,,,
27.83%,155,,,,,
27.84%,150,,,,,
27.85%,128,,,,,
27.86%,149,,,,,
27.87%,152,,,,,
27.88%,150,,,,,
27.89%,172,,,,,
27.90%,125,,,,,
27.91%,168,,,,,
27.92%,142,,,,,
27.93%,164,,,,,
27.94%,127,,,,,
27.95%,179,,,,,
27.96%,161,,,,,
27.97%,154,,,,,
27.98%,139,,,,,
27.99%,171,,,,,
28%,158,,,,,
28.01%,153,,,,,
28.02%,138,,,,,
28.03%,173,,,,,
28.04%,154,,,,,
28.05%,162,,,,,
28.06%,150,,,,,
28.07%,149,,,,,
28.08%,171,,,,,
28.09%,160,,,,,
28.10%,173,,,,,
28.11%,168,,,,,
28.12%,147,,,,,
28.13%,164,,,,,
28.14%,180,,,,,
28.15%,182,,,,,
28.16%,159,,,,,
28.17%,146,,,,,
28.18%,150,,,,,
28.19%,129,,,,,
28.20%,134,,,,,
28.21%,160,,,,,
28.22%,167,,,,,
28.23%,147,,,,,
28.24%,178,,,,,
28.25%,160,,,,,
28.26%,164,,,,,
28.27%,142,,,,,
28.28%,155,,,,,
28.29%,167,,,,,
28.30%,154,,,,,
28.31%,149,,,,,
28.32%,151,,,,,
28.33%,148,,,,,
28.34%,162,,,,,
28.35%,175,,,,,
28.36%,157,,,,,
28.37%,153,,,,,
28.38%,158,,,,,
28.39%,162,,,,,
28.40%,130,,,,,
28.41%,152,,,,,
28.42%,150,,,,,
28.43%,128,,,,,
28.44%,175,,,,,
28.45%,146,,,,,
28.46%,160,,,,,
28.47%,152,,,,,
28.48%,149,,,,,
28.49%,153,,,,,
28.50%,142,,,,,
28.51%,163,,,,,
28.52%,160,,,,,
28.53%,155,,,,,
28.54%,170,,,,,
28.55%,158,,,,,
28.56%,170,,,,,
28.57%,145,,,,,
28.58%,139,,,,,
28.59%,155,,,,,
28.60%,166,,,,,
28.61%,139,,,,,
28.62%,154,,,,,
28.63%,157,,,,,
28.64%,174,,,,,
28.65%,158,,,,,
28.66%,151,,,,,
28.67%,167,,,,,
28.68%,139,,,,,
28.69%,160,,,,,
28.70%,152,,,,,
28.71%,149,,,,,
28.72%,140,,,,,
28.73%,160,,,,,
28.74%,148,,,,,
28.75%,144,,,,,
28.76%,174,,,,,
28.77%,150,,,,,
28.78%,146,,,,,
28.79%,143,,,,,
28.80%,181,,,,,
28.81%,143,,,,,
28.82%,144,,,,,
28.83%,144,,,,,
28.84%,169,,,,,
28.85%,153,,,,,
28.86%,148,,,,,
28.87%,146,,,,,
28.88%,153,,,,,
28.89%,166,,,,,
28.90%,142,,,,,
28.91%,141,,,,,
28.92%,151,,,,,
28.93%,153,,,,,
28.94%,139,,,,,
28.95%,155,,,,,
28.96%,155,,,,,
28.97%,134,,,,,
28.98%,169,,,,,
28.99%,166,,,,,
29%,148,,,,,
29.01%,154,,,,,
29.02%,141,,,,,
29.03%,136,,,,,
29.04%,186,,,,,
29.05%,146,,,,,
29.06%,141,,,,,
29.07%,139,,,,,
29.08%,152,,,,,
29.09%,141,,,,,
29.10%,163,,,,,
29.11%,144,,,,,
29.12%,155,,,,,
29.13%,168,,,,,
29.14%,170,,,,,
29.15%,152,,,,,
29.16%,160,,,,,
29.17%,157,,,,,
29.18%,145,,,,,
29.19%,156,,,,,
29.20%,157,,,,,
29.21%,150,,,,,
29.22%,134,,,,,
29.23%,142,,,,,
29.24%,157,,,,,
29.25%,169,,,,,
29.26%,156,,,,,
29.27%,146,,,,,
29.28%,148,,,,,
29.29%,157,,,,,
29.30%,143,,,,,
29.31%,147,,,,,
29.32%,136,,,,,
29.33%,153,,,,,
29.34%,153,,,,,
29.35%,176,,,,,
29.36%,142,,,,,
29.37%,160,,,,,
29.38%,167,,,,,
29.39%,150,,,,,
29.40%,154,,,,,
29.41%,143,,,,,
29.42%,140,,,,,
29.43%,162,,,,,
29.44%,147,,,,,
29.45%,140,,,,,
29.46%,136,,,,,
29.47%,155,,,,,
29.48%,141,,,,,
29.49%,164,,,,,
29.50%,173,,,,,
29.51%,139,,,,,
29.52%,148,,,,,
29.53%,157,,,,,
29.54%,127,,,,,
29.55%,145,,,,,
29.56%,154,,,,,
29.57%,145,,,,,
29.58%,158,,,,,
29.59%,131,,,,,
29.60%,140,,,,,
29.61%,153,,,,,
29.62%,148,,,,,
29.63%,148,,,,,
29.64%,163,,,,,
29.65%,157,,,,,
29.66%,141,,,,,
29.67%,156,,,,,
29.68%,140,,,,,
29.69%,137,,,,,
29.70%,148,,,,,
29.71%,147,,,,,
29.72%,143,,,,,
29.73%,123,,,,,
29.74%,132,,,,,
29.75%,149,,,,,
29.76%,161,,,,,
29.77%,122,,,,,
29.78%,143,,,,,
29.79%,137,,,,,
29.80%,149,,,,,
29.81%,156,,,,,
29.82%,145,,,,,
29.83%,145,,,,,
29.84%,127,,,,,
29.85%,117,,,,,
29.86%,144,,,,,
29.87%,149,,,,,
29.88%,148,,,,,
29.89%,153,,,,,
29.90%,149,,,,,
29.91%,145,,,,,
29.92%,144,,,,,
29.93%,145,,,,,
29.94%,157,,,,,
29.95%,138,,,,,
29.96%,134,,,,,
29.97%,158,,,,,
29.98%,119,,,,,
29.99%,156,,,,,
30%,140,,,,,
30.01%,149,,,,,
30.02%,113,,,,,
30.03%,124,,,,,
30.04%,153,,,,,
30.05%,134,,,,,
30.06%,157,,,,,
30.07%,137,,,,,
30.08%,159,,,,,
30.09%,156,,,,,
30.10%,146,,,,,
30.11%,167,,,,,
30.12%,144,,,,,
30.13%,140,,,,,
30.14%,137,,,,,
30.15%,150,,,,,
30.16%,144,,,,,
30.17%,150,,,,,
30.18%,131,,,,,
30.19%,138,,,,,
30.20%,132,,,,,
30.21%,143,,,,,
30.22%,147,,,,,
30.23%,135,,,,,
30.24%,146,,,,,
30.25%,151,,,,,
30.26%,138,,,,,
30.27%,142,,,,,
30.28%,149,,,,,
30.29%,138,,,,,
30.30%,141,,,,,
30.31%,126,,,,,
30.32%,132,,,,,
30.33%,141,,,,,
30.34%,125,,,,,
30.35%,140,,,,,
30.36%,130,,,,,
30.37%,132,,,,,
30.38%,137,,,,,
30.39%,145,,,,,
30.40%,130,,,,,
30.41%,139,,,,,
30.42%,135,,,,,
30.43%,139,,,,,
30.44%,134,,,,,
30.45%,134,,,,,
30.46%,135,,,,,
30.47%,137,,,,,
30.48%,158,,,,,
30.49%,135,,,,,
30.50%,154,,,,,
30.51%,116,,,,,
30.52%,138,,,,,
30.53%,131,,,,,
30.54%,134,,,,,
30.55%,150,,,,,
30.56%,133,,,,,
30.57%,130,,,,,
30.58%,137,,,,,
30.59%,124,,,,,
30.60%,150,,,,,
30.61%,152,,,,,
30.62%,145,,,,,
30.63%,149,,,,,
30.64%,149,,,,,
30.65%,134,,,,,
30.66%,150,,,,,
30.67%,119,,,,,
30.68%,141,,,,,
30.69%,135,,,,,
30.70%,160,,,,,
30.71%,140,,,,,
30.72%,162,,,,,
30.73%,123,,,,,
30.74%,144,,,,,
30.75%,137,,,,,
30.76%,151,,,,,
30.77%,168,,,,,
30.78%,152,,,,,
30.79%,142,,,,,
30.80%,135,,,,,
30.81%,138,,,,,
30.82%,121,,,,,
30.83%,133,,,,,
30.84%,162,,,,,
30.85%,132,,,,,
30.86%,144,,,,,
30.87%,131,,,,,
30.88%,131,,,,,
30.89%,149,,,,,
30.90%,118,,,,,
30.91%,146,,,,,
30.92%,150,,,,,
30.93%,144,,,,,
30.94%,138,,,,,
30.95%,154,,,,,
30.96%,148,,,,,
30.97%,145,,,,,
30.98%,159,,,,,
30.99%,126,,,,,
31%,143,,,,,
31.01%,137,,,,,
31.02%,139,,,,,
31.03%,137,,,,,
31.04%,137,,,,,
31.05%,132,,,,,
31.06%,127,,,,,
31.07%,99,,,,,
31.08%,147,,,,,
31.09%,136,,,,,
31.10%,149,,,,,
31.11%,124,,,,,
31.12%,159,,,,,
31.13%,125,,,,,
31.14%,133,,,,,
31.15%,143,,,,,
31.16%,146,,,,,
31.17%,138,,,,,
31.18%,140,,,,,
31.19%,142,,,,,
31.20%,143,,,,,
31.21%,144,,,,,
31.22%,119,,,,,
31.23%,141,,,,,
31.24%,120,,,,,
31.25%,137,,,,,
31.26%,117,,,,,
31.27%,130,,,,,
31.28%,127,,,,,
31.29%,140,,,,,
31.30%,129,,,,,
31.31%,123,,,,,
31.32%,131,,,,,
31.33%,128,,,,,
31.34%,162,,,,,
31.35%,127,,,,,
31.36%,150,,,,,
31.37%,130,,,,,
31.38%,135,,,,,
31.39%,132,,,,,
31.40%,131,,,,,
31.41%,132,,,,,
31.42%,141,,,,,
31.43%,122,,,,,
31.44%,124,,,,,
31.45%,125,,,,,
31.46%,124,,,,,
31.47%,133,,,,,
31.48%,141,,,,,
31.49%,145,,,,,
31.50%,138,,,,,
31.51%,126,,,,,
31.52%,118,,,,,
31.53%,128,,,,,
31.54%,150,,,,,
31.55%,120,,,,,
31.56%,134,,,,,
31.57%,140,,,,,
31.58%,141,,,,,
31.59%,138,,,,,
31.60%,133,,,,,
31.61%,123,,,,,
31.62%,140,,,,,
31.63%,116,,,,,
31.64%,122,,,,,
31.65%,122,,,,,
31.66%,160,,,,,
31.67%,120,,,,,
31.68%,135,,,,,
31.69%,144,,,,,
31.70%,121,,,,,
31.71%,112,,,,,
31.72%,107,,,,,
31.73%,110,,,,,
31.74%,140,,,,,
31.75%,130,,,,,
31.76%,135,,,,,
31.77%,132,,,,,
31.78%,142,,,,,
31.79%,142,,,,,
31.80%,141,,,,,
31.81%,140,,,,,
31.82%,128,,,,,
31.83%,129,,,,,
31.84%,129,,,,,
31.85%,118,,,,,
31.86%,115,,,,,
31.87%,126,,,,,
31.88%,142,,,,,
31.89%,150,,,,,
31.90%,142,,,,,
31.91%,109,,,,,
31.92%,130,,,,,
31.93%,121,,,,,
31.94%,124,,,,,
31.95%,125,,,,,
31.96%,133,,,,,
31.97%,129,,,,,
31.98%,126,,,,,
31.99%,136,,,,,
32%,132,,,,,
32.01%,141,,,,,
32.02%,125,,,,,
32.03%,112,,,,,
32.04%,120,,,,,
32.05%,154,,,,,
32.06%,118,,,,,
32.07%,150,,,,,
32.08%,130,,,,,
32.09%,132,,,,,
32.10%,117,,,,,
32.11%,118,,,,,
32.12%,112,,,,,
32.13%,130,,,,,
32.14%,126,,,,,
32.15%,152,,,,,
32.16%,143,,,,,
32.17%,127,,,,,
32.18%,123,,,,,
32.19%,134,,,,,
32.20%,110,,,,,
32.21%,117,,,,,
32.22%,116,,,,,
32.23%,139,,,,,
32.24%,133,,,,,
32.25%,130,,,,,
32.26%,125,,,,,
32.27%,119,,,,,
32.28%,115,,,,,
32.29%,118,,,,,
32.30%,132,,,,,
32.31%,118,,,,,
32.32%,123,,,,,
32.33%,136,,,,,
32.34%,136,,,,,
32.35%,126,,,,,
32.36%,134,,,,,
32.37%,113,,,,,
32.38%,119,,,,,
32.39%,130,,,,,
32.40%,129,,,,,
32.41%,120,,,,,
32.42%,128,,,,,
32.43%,123,,,,,
32.44%,109,,,,,
32.45%,129,,,,,
32.46%,145,,,,,
32.47%,119,,,,,
32.48%,130,,,,,
32.49%,114,,,,,
32.50%,134,,,,,
32.51%,130,,,,,
32.52%,133,,,,,
32.53%,132,,,,,
32.54%,127,,,,,
32.55%,112,,,,,
32.56%,122,,,,,
32.57%,127,,,,,
32.58%,120,,,,,
32.59%,113,,,,,
32.60%,116,,,,,
32.61%,123,,,,,
32.62%,135,,,,,
32.63%,132,,,,,
32.64%,129,,,,,
32.65%,118,,,,,
32.66%,121,,,,,
32.67%,112,,,,,
32.68%,131,,,,,
32.69%,123,,,,,
32.70%,111,,,,,
32.71%,126,,,,,
32.72%,128,,,,,
32.73%,122,,,,,
32.74%,118,,,,,
32.75%,103,,,,,
32.76%,125,,,,,
32.77%,123,,,,,
32.78%,148,,,,,
32.79%,126,,,,,
32.80%,132,,,,,
32.81%,123,,,,,
32.82%,127,,,,,
32.83%,126,,,,,
32.84%,129,,,,,
32.85%,139,,,,,
32.86%,126,,,,,
32.87%,125,,,,,
32.88%,133,,,,,
32.89%,122,,,,,
32.90%,130,,,,,
32.91%,108,,,,,
32.92%,123,,,,,
32.93%,123,,,,,
32.94%,137,,,,,
32.95%,120,,,,,
32.96%,140,,,,,
32.97%,116,,,,,
32.98%,119,,,,,
32.99%,116,,,,,
33%,124,,,,,
33.01%,131,,,,,
33.02%,101,,,,,
33.03%,123,,,,,
33.04%,134,,,,,
33.05%,111,,,,,
33.06%,111,,,,,
33.07%,101,,,,,
33.08%,111,,,,,
33.09%,128,,,,,
33.10%,108,,,,,
33.11%,118,,,,,
33.12%,122,,,,,
33.13%,134,,,,,
33.14%,106,,,,,
33.15%,115,,,,,
33.16%,144,,,,,
33.17%,113,,,,,
33.18%,112,,,,,
33.19%,127,,,,,
33.20%,128,,,,,
33.21%,127,,,,,
33.22%,135,,,,,
33.23%,116,,,,,
33.24%,128,,,,,
33.25%,124,,,,,
33.26%,127,,,,,
33.27%,115,,,,,
33.28%,109,,,,,
33.29%,120,,,,,
33.30%,130,,,,,
33.31%,121,,,,,
33.32%,120,,,,,
33.33%,125,,,,,
33.34%,104,,,,,
33.35%,122,,,,,
33.36%,140,,,,,
33.37%,107,,,,,
33.38%,113,,,,,
33.39%,148,,,,,
33.40%,116,,,,,
33.41%,113,,,,,
33.42%,115,,,,,
33.43%,130,,,,,
33.44%,106,,,,,
33.45%,149,,,,,
33.46%,117,,,,,
33.47%,115,,,,,
33.48%,137,,,,,
33.49%,104,,,,,
33.50%,125,,,,,
33.51%,124,,,,,
33.52%,103,,,,,
33.53%,116,,,,,
33.54%,122,,,,,
33.55%,123,,,,,
33.56%,107,,,,,
33.57%,108,,,,,
33.58%,117,,,,,
33.59%,130,,,,,
33.60%,135,,,,,
33.61%,134,,,,,
33.62%,114,,,,,
33.63%,110,,,,,
33.64%,148,,,,,
33.65%,117,,,,,
33.66%,126,,,,,
33.67%,133,,,,,
33.68%,124,,,,,
33.69%,108,,,,,
33.70%,123,,,,,
33.71%,129,,,,,
33.72%,110,,,,,
33.73%,135,,,,,
33.74%,107,,,,,
33.75%,120,,,,,
33.76%,102,,,,,
33.77%,126,,,,,
33.78%,116,,,,,
33.79%,135,,,,,
33.80%,116,,,,,
33.81%,132,,,,,
33.82%,122,,,,,
33.83%,100,,,,,
33.84%,125,,,,,
33.85%,119,,,,,
33.86%,127,,,,,
33.87%,114,,,,,
33.88%,112,,,,,
33.89%,110,,,,,
33.90%,97,,,,,
33.91%,144,,,,,
33.92%,112,,,,,
33.93%,115,,,,,
33.94%,147,,,,,
33.95%,127,,,,,
33.96%,116,,,,,
33.97%,126,,,,,
33.98%,110,,,,,
33.99%,115,,,,,
34%,94,,,,,
34.01%,124,,,,,
34.02%,121,,,,,
34.03%,103,,,,,
34.04%,133,,,,,
34.05%,124,,,,,
34.06%,100,,,,,
34.07%,121,,,,,
34.08%,137,,,,,
34.09%,109,,,,,
34.10%,116,,,,,
34.11%,108,,,,,
34.12%,128,,,,,
34.13%,117,,,,,
34.14%,118,,,,,
34.15%,105,,,,,
34.16%,131,,,,,
34.17%,125,,,,,
34.18%,120,,,,,
34.19%,133,,,,,
34.20%,115,,,,,
34.21%,109,,,,,
34.22%,107,,,,,
34.23%,109,,,,,
34.24%,110,,,,,
34.25%,121,,,,,
34.26%,112,,,,,
34.27%,103,,,,,
34.28%,101,,,,,
34.29%,113,,,,,
34.30%,106,,,,,
34.31%,128,,,,,
34.32%,94,,,,,
34.33%,104,,,,,
34.34%,107,,,,,
34.35%,152,,,,,
34.36%,118,,,,,
34.37%,115,,,,,
34.38%,119,,,,,
34.39%,115,,,,,
34.40%,119,,,,,
34.41%,122,,,,,
34.42%,124,,,,,
34.43%,118,,,,,
34.44%,127,,,,,
34.45%,110,,,,,
34.46%,133,,,,,
34.47%,103,,,,,
34.48%,95,,,,,
34.49%,112,,,,,
34.50%,99,,,,,
34.51%,110,,,,,
34.52%,104,,,,,
34.53%,114,,,,,
34.54%,116,,,,,
34.55%,106,,,,,
34.56%,110,,,,,
34.57%,113,,,,,
34.58%,102,,,,,
34.59%,106,,,,,
34.60%,122,,,,,
34.61%,109,,,,,
34.62%,115,,,,,
34.63%,110,,,,,
