"Poslední měření: čas (s)","Poslední měření: Magnetická indukce (mT)"
4.765,1.99027413203
4.77,2.48679892814
4.775,2.97495809339
4.78,3.41833652877
4.785,3.73573840537
4.79,3.84572184633
4.795,3.7399212208
4.8,3.43482174251
4.805,2.99931684206
4.81,2.51115767681
4.815,2.03111809445
4.82,1.59167642653
4.825,1.22137423717
4.83,0.916274758885
4.835,0.688434342039
4.84,0.513494237959
4.845,0.403510796998
4.85,0.350610484231
4.855,0.350610484231
4.86,0.411630379887
4.865,0.537852986628
4.87,0.741334654806
4.875,1.02601215188
4.88,1.40049715668
4.885,1.87635392361
4.89,2.43783538284
4.895,3.02367559073
4.9,3.56079830129
4.905,3.91067850945
4.91,4.00835955209
4.915,3.82111704969
4.92,3.38585819721
4.925,2.84061590376
4.93,2.26289527876
4.935,1.74225778195
4.94,1.30281611403
4.945,0.952935905872
4.95,0.688434342039
4.955,0.49725507218
4.96,0.3749692329
4.965,0.318132152672
4.97,0.301892986892
4.975,0.342490901341
4.98,0.444354759413
4.985,0.606992465175
4.99,0.842952464911
4.995,1.15617152608
5,1.55083246412
5.005,2.02693527902
5.01,2.5478188238
5.015,3.0765759035
5.02,3.52831996973
5.025,3.78863871814
5.03,3.80906069934
5.035,3.58515704996
5.04,3.1540810129
5.045,2.64131705101
5.05,2.10419434046
5.055,1.60373277689
5.06,1.18471309018
5.065,0.842952464911
5.07,0.590753299395
5.075,0.403510796998
5.08,0.285653821113
5.085,0.228570692918
5.09,0.216514342566
5.095,0.261049024477
5.1,0.350610484231
5.105,0.517431005421
5.11,0.753391005157
5.115,1.07891246465
5.12,1.50211496678
5.125,2.0146328807
5.13,2.59653632114
5.135,3.15801778036
5.14,3.61788142948
5.145,3.85384142922
5.15,3.82111704969
5.155,3.51601757141
5.16,3.03597798905
5.165,2.4907356956
5.17,1.95779580047
5.175,1.485875801
5.18,1.10745402874
5.185,0.818593716242
5.19,0.602809649747
5.195,0.456411109764
5.2,0.3749692329
5.205,0.346673716769
5.21,0.371032465438
5.215,0.452474342303
5.22,0.594690066857
5.225,0.818593716242
5.23,1.11975642706
5.235,1.52253694799
5.24,2.01069611324
5.245,2.57611433993
5.25,3.13759579915
5.255,3.60557903117
5.26,3.87820017789
5.265,3.90674174199
5.27,3.69514049092
5.275,3.28817715457
5.28,2.75942007486
5.285,2.19793861564
5.29,1.68517465375
5.295,1.24179621838
5.3,0.895852777678
5.305,0.647590379624
5.31,0.468713508082
5.315,0.358730067121
5.32,0.305829754354
5.325,0.318132152672
5.33,0.391454446646
5.335,0.525550588311
5.34,0.737151839377
5.345,1.03413173477
5.35,1.42485590534
5.355,1.9130150706
5.36,2.4907356956
5.365,3.08075871893
5.37,3.59327663285
5.375,3.89443934367
5.38,3.90674174199
5.385,3.63412059526
5.39,3.14989819747
5.395,2.56799475704
5.4,1.98633736457
5.405,1.48169298557
5.41,1.07891246465
5.415,0.761510588047
5.42,0.529733403739
5.425,0.379152048328
5.43,0.281471005685
5.435,0.228570692918
5.44,0.228570692918
5.445,0.281471005685
5.45,0.387271631218
5.455,0.554092152408
5.46,0.798171735034
5.465,1.12369319452
5.47,1.53877611377
5.475,2.02693527902
5.48,2.58447997078
5.485,3.13365903169
5.49,3.57310069961
5.495,3.80487788391
5.5,3.78863871814
5.505,3.52020038684
5.51,3.07263913604
5.515,2.53969924091
5.52,2.00651329781
5.525,1.53065653088
5.53,1.13181277741
5.535,0.822530483703
5.54,0.598872882285
5.545,0.448291526875
5.55,0.362912882549
5.555,0.342490901341
5.56,0.383334863756
5.565,0.488889441323
5.57,0.676131943721
5.575,0.940633507555
5.58,1.31905527981
5.585,1.79909486217
5.59,2.37681548718
5.595,3.00743642495
5.6,3.5812202825
5.605,3.94733965644
5.61,4.03690111619
5.615,3.82948268055
5.62,3.38585819721
5.625,2.81232038763
5.63,2.2304169472
5.635,1.70141381953
5.64,1.25385256873
5.645,0.908155175995
5.65,0.655709962513
5.655,0.476833090972
5.66,0.36684965001
5.665,0.318132152672
5.67,0.326251735562
5.675,0.379152048328
5.68,0.493072256751
5.685,0.668012360831
5.69,0.916274758885
5.695,1.23761340295
5.7,1.64851350676
5.705,2.13691871998
5.71,2.66567579968
5.715,3.19049611192
5.72,3.59327663285
5.725,3.80094111645
5.73,3.74804080369
5.735,3.4429413254
5.74,2.97495809339
5.745,2.42577903248
5.75,1.89259308939
5.755,1.40861673957
5.76,1.01395580153
5.765,0.712793090708
5.77,0.493072256751
5.775,0.334371318451
5.78,0.244809858697
5.785,0.204211944249
5.79,0.220451110028
5.795,0.281471005685
5.8,0.399574029536
5.805,0.582633716505
5.81,0.847135280339
5.815,1.1970154885
5.82,1.6445767393
5.825,2.16939705154
5.83,2.73481527823
5.835,3.28817715457
5.84,3.71556247213
5.845,3.91879809234
5.85,3.83760226344
5.855,3.49584163817
5.86,3.00349965749
5.865,2.47055976236
5.87,1.95361298505
5.875,1.50211496678
5.88,1.1399323603
5.885,0.85919163069
5.89,0.655709962513
5.895,0.505374655069
5.9,0.407693612426
5.905,0.358730067121
5.91,0.354793299659
5.915,0.399574029536
5.92,0.493072256751
5.925,0.643653612162
5.93,0.85919163069
5.935,1.14411517573
5.94,1.51023454967
5.945,1.95361298505
5.95,2.45825736404
5.955,2.98726049171
5.96,3.45918049118
5.965,3.80487788391
5.97,3.93110049066
5.975,3.82529986512
5.98,3.52020038684
5.985,3.06451955315
5.99,2.5478188238
5.995,2.02693527902
6,1.57125444533
6.005,1.18471309018
6.01,0.871494029008
6.015,0.631351213844
6.02,0.464530692654
6.025,0.358730067121
6.03,0.305829754354
6.035,0.310012569782
6.04,0.362912882549
6.045,0.472650275544
6.05,0.643653612162
6.055,0.879613611898
6.06,1.1970154885
6.065,1.60373277689
6.07,2.09607475757
6.075,2.64131705101
6.08,3.18237652903
6.085,3.63412059526
6.09,3.88631976078
6.095,3.89443934367
6.1,3.6542965285
6.105,3.22715725891
6.11,2.69003454835
6.115,2.13691871998
6.12,1.6445767393
6.125,1.23367663549
6.13,0.900035593106
6.135,0.647590379624
6.14,0.464530692654
6.145,0.338554133879
6.15,0.265231839905
6.155,0.228570692918
6.16,0.240873091236
6.165,0.289590588574
6.17,0.383334863756
6.175,0.5336701712
6.18,0.745271422267
6.185,1.02207538442
6.19,1.37195559258
6.195,1.79097527928
6.2,2.27913444454
6.205,2.81232038763
6.21,3.29235996999
6.215,3.67078174225
6.22,3.84965861379
6.225,3.80906069934
6.23,3.54455913551
6.235,3.13365903169
6.24,2.63319746812
6.245,2.13691871998
6.25,1.67705507086
6.255,1.2782113174
6.26,0.956872673334
6.265,0.71672985817
6.27,0.537852986628
6.275,0.415813195315
6.28,0.354793299659
6.285,0.354793299659
6.29,0.411630379887
6.295,0.521613820849
6.3,0.712793090708
